team1,1recordx,1record,1o/u1,1o/uline1,1o/u2,1o/uline2,1o/u3,1o/uline3,1o/u4,1o/uline4,1o/u5,1o/uline5,1spreadx,spread,o/u,1ptsx,1ptslg,1ptsvar,1astsx,1astslg,1rebsx,1rebslg,1pfsx,1pfslg,1tosx,1toslg,1fgpercx,1fgperclg,13percx,13perclg,1ftx,1ftlg,team2,2recordx,2record,2o/u1,2o/uline1,2o/u2,2o/uline2,2o/u3,2o/uline3,2o/u4,2o/uline4,2o/u5,2o/uline5,2spreadx,2ptsx,2ptslg,2ptsvar,2astsx,2astslg,2rebsx,2rebslg,2pfsx,2pfslg,2tosx,2toslg,2fgpercx,2fgperclg,23percx,23perclg,2ftx,2ftlg,over,under,hold
IND,3,18,1,230.5,0,225.0,1,219.5,1,232.0,0,217.0,5.2,-2.0,228.5,114.2,124,112.7987804878049,21.0,6.4,35.2,7.4,15.0,3.6,8.0,2.8,0.4482300538028756,0.4731182795698925,0.5507150522215802,0.6376811594202898,15.4,24.0,DAL,3,25,1,220.0,0,224.5,0,225.0,1,231.0,0,228.0,5.5,116.8,127,149.0435540069686,17.2,6.0,38.8,8.6,15.4,4.2,8.4,1.6,0.5016419213717597,0.5543478260869565,0.540359882985739,0.5257731958762887,13.8,9.0,0,1,0
HOU,2,12,1,226.5,1,229.5,0,229.5,0,223.0,0,225.0,5.8,-2.0,228.5,110.8,110,155.4429678848284,21.4,5.6,34.8,8.4,16.8,3.6,9.6,2.4,0.4495205085079915,0.43956043956043955,0.485994880491298,0.6779661016949152,15.2,19.0,MIN,1,11,0,239.0,1,229.5,0,229.5,1,231.0,0,230.5,6.3,106.4,107,114.77342995169086,20.8,4.6,33.8,10.2,14.0,5.0,8.8,3.0,0.4186268626195811,0.3883495145631068,0.5064398040231491,0.625,17.4,13.0,0,1,0
DEN,3,30,1,221.0,0,230.5,1,224.0,0,217.0,0,230.5,4.6,-2.0,228.5,113.6,126,93.62125603864732,21.6,6.4,34.2,9.8,15.2,3.0,8.8,2.0,0.5104303686326158,0.5617977528089888,0.5498435296268647,0.4166666666666667,10.2,11.0,NO,4,20,0,229.5,0,224.5,0,230.5,1,221.5,0,230.5,4.5,115.2,115,142.0824524312896,20.8,6.0,35.4,9.4,13.0,4.2,9.4,2.8,0.5205209952314376,0.5061728395061729,0.8508959934777545,0.7735849056603774,20.2,17.0,0,1,0
MIA,1,24,0,206.5,1,213.5,1,216.0,0,214.0,0,217.0,2.8,-2.0,228.5,106.2,98,168.89084181313595,22.4,4.4,35.8,9.4,13.4,3.6,9.6,2.4,0.46644207885923833,0.43023255813953487,0.7015667081456554,0.9487179487179487,14.0,14.0,CHA,3,23,0,220.0,1,213.5,0,223.0,0,224.0,0,232.0,5.5,105.4,97,97.21594202898554,21.8,3.2,34.2,10.4,14.0,4.6,10.8,4.0,0.45687769021102353,0.44155844155844154,0.44080451723941183,0.3119266055045872,18.6,16.0,0,0,1
POR,3,28,1,230.0,1,216.5,1,216.0,0,233.0,0,228.0,3.8,-2.0,228.5,112.6,122,134.99951690821254,17.4,4.8,32.6,9.4,13.8,5.0,8.0,1.6,0.4502153477889321,0.4742268041237113,0.5179938360419477,0.323943661971831,17.4,20.0,ORL,1,17,0,208.5,1,216.5,1,215.0,0,217.0,0,216.5,8.6,101.0,93,142.09620721554123,18.8,3.8,34.0,10.2,12.2,3.6,8.4,2.0,0.43368508644461085,0.4146341463414634,0.49980459277263317,0.38202247191011235,13.8,14.0,0,0,1
BOS,2,20,0,229.5,0,216.5,1,235.5,1,231.0,1,218.0,5.3,-2.0,228.5,117.4,109,149.5692137320044,20.8,4.2,35.4,9.2,13.6,5.0,10.0,2.8,0.49062228651180206,0.4819277108433735,0.49833322150262144,0.5063291139240507,13.0,15.0,MIL,2,29,1,230.0,0,216.5,1,235.5,1,231.0,1,232.0,4.8,115.2,105,152.2494714587738,19.8,3.6,39.6,6.4,11.4,2.8,12.6,2.4,0.4855712259062491,0.4810126582278481,0.5393252202343112,0.4175824175824176,11.8,18.0,0,0,1
PHX,4,31,0,220.0,0,224.5,1,215.0,0,214.0,0,215.0,6.4,-2.0,228.5,107.4,101,81.19494949494951,21.4,3.4,36.8,10.0,14.6,3.4,7.4,2.8,0.47135295806522437,0.41975308641975306,0.4732405725374969,0.40476190476190477,16.0,25.0,TOR,1,16,1,215.5,1,230.0,0,224.5,1,224.0,0,225.0,4.4,111.0,104,141.53045404208197,17.4,4.2,34.4,7.8,16.4,5.0,8.8,2.6,0.4516817605906656,0.4069767441860465,0.5514300809513575,0.6481481481481481,19.6,23.0,0,1,0
BKN,4,31,0,239.0,1,217.0,0,227.5,0,233.0,0,248.5,8.4,-2.0,228.5,108.4,112,173.48792270531402,17.4,6.2,35.8,10.0,14.4,3.6,6.8,2.8,0.45667584457732147,0.4819277108433735,0.5533572169702031,0.49382716049382713,19.2,22.0,DET,1,13,1,215.5,0,223.5,1,217.0,1,219.5,0,217.5,5.7,103.6,118,116.2164662349676,17.4,5.2,31.4,8.6,16.4,4.8,11.4,3.6,0.4614576137439948,0.5135135135135135,0.5182452246968375,0.5135135135135135,21.4,27.0,0,0,1
PHI,4,31,1,220.0,0,214.0,0,218.5,0,212.0,1,229.0,4.4,-2.0,228.5,111.8,112,133.43043478260867,16.4,3.4,37.0,7.6,18.0,5.4,12.2,3.2,0.5179462081128747,0.5416666666666666,0.7213633290306719,0.6724137931034483,19.4,24.0,LAL,4,27,0,208.5,0,207.5,0,214.0,0,224.5,1,223.0,6.6,110.0,96,132.15128205128204,21.0,5.0,35.6,10.4,15.4,3.4,13.4,2.4,0.48666727506271146,0.4146341463414634,0.6447985347985348,0.44155844155844154,19.6,17.0,0,0,1
GS,1,20,1,218.0,1,228.5,0,218.5,0,219.5,0,221.5,5.8,-2.0,228.5,108.8,108,178.42857142857142,20.0,5.8,33.0,6.6,16.6,4.4,9.4,2.6,0.47602187638538657,0.5,0.5789729179877405,0.6,17.8,18.0,SAC,5,22,1,229.5,0,225.5,1,228.5,0,230.5,1,224.0,4.7,120.4,132,104.10101010101008,18.2,5.8,34.6,7.4,13.2,3.0,11.2,1.2,0.547775049039328,0.573170731707317,0.5238565650622139,0.4563106796116505,15.0,20.0,1,0,0
LAC,4,28,1,230.0,1,220.0,0,220.5,1,222.0,1,221.5,4.3,-2.0,228.5,118.8,129,191.30187074829928,18.0,5.0,34.6,9.2,15.0,3.0,8.2,2.4,0.4920579898227519,0.5425531914893617,0.6751261970057996,1.02,17.2,8.0,SA,1,24,1,229.5,1,220.0,0,220.5,1,222.0,0,224.0,3.4,103.6,115,114.20707070707071,16.8,4.8,31.6,8.2,15.0,3.6,9.4,2.2,0.48188028915986136,0.5222222222222223,0.7911781682369917,0.6714285714285714,14.0,11.0,0,1,0
POR,3,28,1,230.0,1,216.5,1,216.0,0,233.0,0,228.0,3.8,-2.0,228.5,112.6,122,134.99951690821254,17.4,4.8,32.6,9.4,13.8,5.0,8.0,1.6,0.4502153477889321,0.4742268041237113,0.5179938360419477,0.323943661971831,17.4,20.0,MIA,1,24,0,206.5,1,213.5,1,216.0,0,214.0,0,217.0,2.8,106.2,98,168.89084181313595,22.4,4.4,35.8,9.4,13.4,3.6,9.6,2.4,0.46644207885923833,0.43023255813953487,0.7015667081456554,0.9487179487179487,14.0,14.0,1,0,0
WSH,2,17,1,230.5,0,223.5,0,223.5,1,221.5,0,248.5,5.5,-2.0,228.5,111.8,132,176.52753623188406,19.8,6.0,35.0,11.0,19.8,4.8,14.0,3.6,0.5217249890875317,0.5555555555555556,0.752975639350218,0.8870967741935484,16.8,12.0,NY,3,22,0,206.5,0,216.5,0,223.5,1,221.5,0,212.0,2.7,105.4,88,143.63434343434344,16.2,3.0,37.0,8.2,18.8,3.8,10.8,2.6,0.4340548609096996,0.4125,0.6223732303099767,0.7021276595744681,16.6,12.0,0,1,0
ATL,2,24,1,221.0,1,218.0,0,230.5,1,225.0,0,220.0,5.0,-2.0,228.5,108.6,102,131.58454106280195,19.0,3.6,36.8,6.2,16.4,3.2,7.6,2.2,0.48111478933859947,0.48,0.5205739021822551,0.4090909090909091,15.2,18.0,SAC,5,22,1,229.5,0,225.5,1,228.5,0,230.5,1,224.0,4.7,120.4,132,104.10101010101008,18.2,5.8,34.6,7.4,13.2,3.0,11.2,1.2,0.547775049039328,0.573170731707317,0.5238565650622139,0.4563106796116505,15.0,20.0,0,1,0
BKN,4,31,0,239.0,1,217.0,0,227.5,0,233.0,0,248.5,8.4,-2.0,228.5,108.4,112,173.48792270531402,17.4,6.2,35.8,10.0,14.4,3.6,6.8,2.8,0.45667584457732147,0.4819277108433735,0.5533572169702031,0.49382716049382713,19.2,22.0,UTA,5,34,0,221.0,1,227.0,1,228.0,0,227.5,0,228.0,11.3,119.0,114,99.09725158562368,19.2,5.8,40.6,11.0,13.6,2.8,9.4,2.2,0.4887665632618261,0.4625,0.5860374848020197,0.578125,15.0,19.0,0,1,0
LAC,4,28,1,230.0,1,220.0,0,220.5,1,222.0,1,221.5,4.3,-2.0,228.5,118.8,129,191.30187074829928,18.0,5.0,34.6,9.2,15.0,3.0,8.2,2.4,0.4920579898227519,0.5425531914893617,0.6751261970057996,1.02,17.2,8.0,SA,1,24,1,229.5,1,220.0,0,220.5,1,222.0,0,224.0,3.4,103.6,115,114.20707070707071,16.8,4.8,31.6,8.2,15.0,3.6,9.4,2.2,0.48188028915986136,0.5222222222222223,0.7911781682369917,0.6714285714285714,14.0,11.0,1,0,0
DAL,3,25,1,220.0,0,224.5,0,225.0,1,231.0,0,228.0,5.5,-2.0,228.5,116.8,127,149.0435540069686,17.2,6.0,38.8,8.6,15.4,4.2,8.4,1.6,0.5016419213717597,0.5543478260869565,0.540359882985739,0.5257731958762887,13.8,9.0,MIN,1,11,0,239.0,1,229.5,0,229.5,1,231.0,0,230.5,6.3,106.4,107,114.77342995169086,20.8,4.6,33.8,10.2,14.0,5.0,8.8,3.0,0.4186268626195811,0.3883495145631068,0.5064398040231491,0.625,17.4,13.0,0,0,1
CHA,3,23,0,220.0,1,213.5,0,223.0,0,224.0,0,232.0,5.5,-2.0,228.5,105.4,97,97.21594202898554,21.8,3.2,34.2,10.4,14.0,4.6,10.8,4.0,0.45687769021102353,0.44155844155844154,0.44080451723941183,0.3119266055045872,18.6,16.0,HOU,2,12,1,226.5,1,229.5,0,229.5,0,223.0,0,225.0,5.8,110.8,110,155.4429678848284,21.4,5.6,34.8,8.4,16.8,3.6,9.6,2.4,0.4495205085079915,0.43956043956043955,0.485994880491298,0.6779661016949152,15.2,19.0,0,0,1
PHX,4,31,0,220.0,0,224.5,1,215.0,0,214.0,0,215.0,6.4,-2.0,228.5,107.4,101,81.19494949494951,21.4,3.4,36.8,10.0,14.6,3.4,7.4,2.8,0.47135295806522437,0.41975308641975306,0.4732405725374969,0.40476190476190477,16.0,25.0,ORL,1,17,0,208.5,1,216.5,1,215.0,0,217.0,0,216.5,8.6,101.0,93,142.09620721554123,18.8,3.8,34.0,10.2,12.2,3.6,8.4,2.0,0.43368508644461085,0.4146341463414634,0.49980459277263317,0.38202247191011235,13.8,14.0,1,0,0
MEM,3,21,1,226.5,1,227.0,1,228.0,1,218.0,1,218.0,7.5,-2.0,228.5,118.4,120,143.5110993657505,21.6,6.2,40.8,9.4,11.6,3.6,9.4,3.2,0.48948473717300606,0.5411764705882353,0.5684325396825397,0.6571428571428571,14.8,17.0,OKC,2,20,1,220.0,0,216.5,1,218.0,0,230.5,1,217.0,6.7,106.6,106,137.9811594202898,18.2,3.4,38.6,9.4,11.4,2.8,12.0,3.2,0.452841752997585,0.4691358024691358,0.5465608465608465,0.6031746031746031,14.6,21.0,0,0,1
CLE,1,17,0,221.0,0,225.5,0,207.5,0,213.0,1,224.0,8.3,-2.0,228.5,93.4,75,194.3454545454546,18.8,3.4,31.6,8.0,11.8,3.6,9.2,2.0,0.42052640031661354,0.3493975903614458,0.7233996756597376,0.5686274509803921,14.2,10.0,CHI,1,16,1,220.0,0,213.0,0,228.0,0,217.5,1,225.0,5.5,104.0,104,144.99477351916372,20.0,5.6,37.6,9.6,13.6,5.0,12.4,2.8,0.4674451482284082,0.44565217391304346,0.6633937027607116,0.4270833333333333,12.8,13.0,0,1,0
DEN,3,30,1,221.0,0,230.5,1,224.0,0,217.0,0,230.5,4.6,-2.0,228.5,113.6,126,93.62125603864732,21.6,6.4,34.2,9.8,15.2,3.0,8.8,2.0,0.5104303686326158,0.5617977528089888,0.5498435296268647,0.4166666666666667,10.2,11.0,TOR,1,16,1,215.5,1,230.0,0,224.5,1,224.0,0,225.0,4.4,111.0,104,141.53045404208197,17.4,4.2,34.4,7.8,16.4,5.0,8.8,2.6,0.4516817605906656,0.4069767441860465,0.5514300809513575,0.6481481481481481,19.6,23.0,1,0,0
BOS,2,20,0,229.5,0,216.5,1,235.5,1,231.0,1,218.0,5.3,-2.0,228.5,117.4,109,149.5692137320044,20.8,4.2,35.4,9.2,13.6,5.0,10.0,2.8,0.49062228651180206,0.4819277108433735,0.49833322150262144,0.5063291139240507,13.0,15.0,MIL,2,29,1,230.0,0,216.5,1,235.5,1,231.0,1,232.0,4.8,115.2,105,152.2494714587738,19.8,3.6,39.6,6.4,11.4,2.8,12.6,2.4,0.4855712259062491,0.4810126582278481,0.5393252202343112,0.4175824175824176,11.8,18.0,1,0,0
DET,1,13,1,215.5,0,223.5,1,217.0,1,219.5,0,217.5,5.7,-2.0,228.5,103.6,118,116.2164662349676,17.4,5.2,31.4,8.6,16.4,4.8,11.4,3.6,0.4614576137439948,0.5135135135135135,0.5182452246968375,0.5135135135135135,21.4,27.0,IND,3,18,1,230.5,0,225.0,1,219.5,1,232.0,0,217.0,5.2,114.2,124,112.7987804878049,21.0,6.4,35.2,7.4,15.0,3.6,8.0,2.8,0.4482300538028756,0.4731182795698925,0.5507150522215802,0.6376811594202898,15.4,24.0,0,0,1
PHI,4,31,1,220.0,0,214.0,0,218.5,0,212.0,1,229.0,4.4,-2.0,228.5,111.8,112,133.43043478260867,16.4,3.4,37.0,7.6,18.0,5.4,12.2,3.2,0.5179462081128747,0.5416666666666666,0.7213633290306719,0.6724137931034483,19.4,24.0,GS,1,20,1,218.0,1,228.5,0,218.5,0,219.5,0,221.5,5.8,108.8,108,178.42857142857142,20.0,5.8,33.0,6.6,16.6,4.4,9.4,2.6,0.47602187638538657,0.5,0.5789729179877405,0.6,17.8,18.0,0,1,0
BKN,4,31,0,239.0,1,217.0,0,227.5,0,233.0,0,248.5,8.4,-2.0,228.5,108.4,112,173.48792270531402,17.4,6.2,35.8,10.0,14.4,3.6,6.8,2.8,0.45667584457732147,0.4819277108433735,0.5533572169702031,0.49382716049382713,19.2,22.0,POR,3,28,1,230.0,1,216.5,1,216.0,0,233.0,0,228.0,3.8,112.6,122,134.99951690821254,17.4,4.8,32.6,9.4,13.8,5.0,8.0,1.6,0.4502153477889321,0.4742268041237113,0.5179938360419477,0.323943661971831,17.4,20.0,0,0,1
PHX,4,31,0,220.0,0,224.5,1,215.0,0,214.0,0,215.0,6.4,-2.0,228.5,107.4,101,81.19494949494951,21.4,3.4,36.8,10.0,14.6,3.4,7.4,2.8,0.47135295806522437,0.41975308641975306,0.4732405725374969,0.40476190476190477,16.0,25.0,MIA,1,24,0,206.5,1,213.5,1,216.0,0,214.0,0,217.0,2.8,106.2,98,168.89084181313595,22.4,4.4,35.8,9.4,13.4,3.6,9.6,2.4,0.46644207885923833,0.43023255813953487,0.7015667081456554,0.9487179487179487,14.0,14.0,0,0,1
LAC,4,28,1,230.0,1,220.0,0,220.5,1,222.0,1,221.5,4.3,-2.0,228.5,118.8,129,191.30187074829928,18.0,5.0,34.6,9.2,15.0,3.0,8.2,2.4,0.4920579898227519,0.5425531914893617,0.6751261970057996,1.02,17.2,8.0,NO,4,20,0,229.5,0,224.5,0,230.5,1,221.5,0,230.5,4.5,115.2,115,142.0824524312896,20.8,6.0,35.4,9.4,13.0,4.2,9.4,2.8,0.5205209952314376,0.5061728395061729,0.8508959934777545,0.7735849056603774,20.2,17.0,1,0,0
WSH,2,17,1,230.5,0,223.5,0,223.5,1,221.5,0,248.5,5.5,-2.0,228.5,111.8,132,176.52753623188406,19.8,6.0,35.0,11.0,19.8,4.8,14.0,3.6,0.5217249890875317,0.5555555555555556,0.752975639350218,0.8870967741935484,16.8,12.0,NY,3,22,0,206.5,0,216.5,0,223.5,1,221.5,0,212.0,2.7,105.4,88,143.63434343434344,16.2,3.0,37.0,8.2,18.8,3.8,10.8,2.6,0.4340548609096996,0.4125,0.6223732303099767,0.7021276595744681,16.6,12.0,1,0,0
DEN,3,30,1,221.0,0,230.5,1,224.0,0,217.0,0,230.5,4.6,-2.0,228.5,113.6,126,93.62125603864732,21.6,6.4,34.2,9.8,15.2,3.0,8.8,2.0,0.5104303686326158,0.5617977528089888,0.5498435296268647,0.4166666666666667,10.2,11.0,ORL,1,17,0,208.5,1,216.5,1,215.0,0,217.0,0,216.5,8.6,101.0,93,142.09620721554123,18.8,3.8,34.0,10.2,12.2,3.6,8.4,2.0,0.43368508644461085,0.4146341463414634,0.49980459277263317,0.38202247191011235,13.8,14.0,0,1,0
ATL,2,24,1,221.0,1,218.0,0,230.5,1,225.0,0,220.0,5.0,-2.0,228.5,108.6,102,131.58454106280195,19.0,3.6,36.8,6.2,16.4,3.2,7.6,2.2,0.48111478933859947,0.48,0.5205739021822551,0.4090909090909091,15.2,18.0,LAC,4,28,1,230.0,1,220.0,0,220.5,1,222.0,1,221.5,4.3,118.8,129,191.30187074829928,18.0,5.0,34.6,9.2,15.0,3.0,8.2,2.4,0.4920579898227519,0.5425531914893617,0.6751261970057996,1.02,17.2,8.0,0,0,1
BOS,2,20,0,229.5,0,216.5,1,235.5,1,231.0,1,218.0,5.3,-2.0,228.5,117.4,109,149.5692137320044,20.8,4.2,35.4,9.2,13.6,5.0,10.0,2.8,0.49062228651180206,0.4819277108433735,0.49833322150262144,0.5063291139240507,13.0,15.0,MEM,3,21,1,226.5,1,227.0,1,228.0,1,218.0,1,218.0,7.5,118.4,120,143.5110993657505,21.6,6.2,40.8,9.4,11.6,3.6,9.4,3.2,0.48948473717300606,0.5411764705882353,0.5684325396825397,0.6571428571428571,14.8,17.0,1,0,0
UTA,5,34,0,221.0,1,227.0,1,228.0,0,227.5,0,228.0,11.3,-2.0,228.5,119.0,114,99.09725158562368,19.2,5.8,40.6,11.0,13.6,2.8,9.4,2.2,0.4887665632618261,0.4625,0.5860374848020197,0.578125,15.0,19.0,CHI,1,16,1,220.0,0,213.0,0,228.0,0,217.5,1,225.0,5.5,104.0,104,144.99477351916372,20.0,5.6,37.6,9.6,13.6,5.0,12.4,2.8,0.4674451482284082,0.44565217391304346,0.6633937027607116,0.4270833333333333,12.8,13.0,0,1,0
IND,3,18,1,230.5,0,225.0,1,219.5,1,232.0,0,217.0,5.2,-2.0,228.5,114.2,124,112.7987804878049,21.0,6.4,35.2,7.4,15.0,3.6,8.0,2.8,0.4482300538028756,0.4731182795698925,0.5507150522215802,0.6376811594202898,15.4,24.0,MIL,2,29,1,230.0,0,216.5,1,235.5,1,231.0,1,232.0,4.8,115.2,105,152.2494714587738,19.8,3.6,39.6,6.4,11.4,2.8,12.6,2.4,0.4855712259062491,0.4810126582278481,0.5393252202343112,0.4175824175824176,11.8,18.0,1,0,0
TOR,1,16,1,215.5,1,230.0,0,224.5,1,224.0,0,225.0,4.4,-2.0,228.5,111.0,104,141.53045404208197,17.4,4.2,34.4,7.8,16.4,5.0,8.8,2.6,0.4516817605906656,0.4069767441860465,0.5514300809513575,0.6481481481481481,19.6,23.0,HOU,2,12,1,226.5,1,229.5,0,229.5,0,223.0,0,225.0,5.8,110.8,110,155.4429678848284,21.4,5.6,34.8,8.4,16.8,3.6,9.6,2.4,0.4495205085079915,0.43956043956043955,0.485994880491298,0.6779661016949152,15.2,19.0,0,1,0
CHA,3,23,0,220.0,1,213.5,0,223.0,0,224.0,0,232.0,5.5,-2.0,228.5,105.4,97,97.21594202898554,21.8,3.2,34.2,10.4,14.0,4.6,10.8,4.0,0.45687769021102353,0.44155844155844154,0.44080451723941183,0.3119266055045872,18.6,16.0,SA,1,24,1,229.5,1,220.0,0,220.5,1,222.0,0,224.0,3.4,103.6,115,114.20707070707071,16.8,4.8,31.6,8.2,15.0,3.6,9.4,2.2,0.48188028915986136,0.5222222222222223,0.7911781682369917,0.6714285714285714,14.0,11.0,0,1,0
OKC,2,20,1,220.0,0,216.5,1,218.0,0,230.5,1,217.0,6.7,-2.0,228.5,106.6,106,137.9811594202898,18.2,3.4,38.6,9.4,11.4,2.8,12.0,3.2,0.452841752997585,0.4691358024691358,0.5465608465608465,0.6031746031746031,14.6,21.0,MIN,1,11,0,239.0,1,229.5,0,229.5,1,231.0,0,230.5,6.3,106.4,107,114.77342995169086,20.8,4.6,33.8,10.2,14.0,5.0,8.8,3.0,0.4186268626195811,0.3883495145631068,0.5064398040231491,0.625,17.4,13.0,0,1,0
SAC,5,22,1,229.5,0,225.5,1,228.5,0,230.5,1,224.0,4.7,-2.0,228.5,120.4,132,104.10101010101008,18.2,5.8,34.6,7.4,13.2,3.0,11.2,1.2,0.547775049039328,0.573170731707317,0.5238565650622139,0.4563106796116505,15.0,20.0,CLE,1,17,0,221.0,0,225.5,0,207.5,0,213.0,1,224.0,8.3,93.4,75,194.3454545454546,18.8,3.4,31.6,8.0,11.8,3.6,9.2,2.0,0.42052640031661354,0.3493975903614458,0.7233996756597376,0.5686274509803921,14.2,10.0,0,0,1
DAL,3,25,1,220.0,0,224.5,0,225.0,1,231.0,0,228.0,5.5,-2.0,228.5,116.8,127,149.0435540069686,17.2,6.0,38.8,8.6,15.4,4.2,8.4,1.6,0.5016419213717597,0.5543478260869565,0.540359882985739,0.5257731958762887,13.8,9.0,POR,3,28,1,230.0,1,216.5,1,216.0,0,233.0,0,228.0,3.8,112.6,122,134.99951690821254,17.4,4.8,32.6,9.4,13.8,5.0,8.0,1.6,0.4502153477889321,0.4742268041237113,0.5179938360419477,0.323943661971831,17.4,20.0,0,0,1
LAC,4,28,1,230.0,1,220.0,0,220.5,1,222.0,1,221.5,4.3,-2.0,228.5,118.8,129,191.30187074829928,18.0,5.0,34.6,9.2,15.0,3.0,8.2,2.4,0.4920579898227519,0.5425531914893617,0.6751261970057996,1.02,17.2,8.0,PHX,4,31,0,220.0,0,224.5,1,215.0,0,214.0,0,215.0,6.4,107.4,101,81.19494949494951,21.4,3.4,36.8,10.0,14.6,3.4,7.4,2.8,0.47135295806522437,0.41975308641975306,0.4732405725374969,0.40476190476190477,16.0,25.0,0,1,0
PHI,4,31,1,220.0,0,214.0,0,218.5,0,212.0,1,229.0,4.4,-2.0,228.5,111.8,112,133.43043478260867,16.4,3.4,37.0,7.6,18.0,5.4,12.2,3.2,0.5179462081128747,0.5416666666666666,0.7213633290306719,0.6724137931034483,19.4,24.0,NY,3,22,0,206.5,0,216.5,0,223.5,1,221.5,0,212.0,2.7,105.4,88,143.63434343434344,16.2,3.0,37.0,8.2,18.8,3.8,10.8,2.6,0.4340548609096996,0.4125,0.6223732303099767,0.7021276595744681,16.6,12.0,0,1,0
CHI,1,16,1,220.0,0,213.0,0,228.0,0,217.5,1,225.0,5.5,-2.0,228.5,104.0,104,144.99477351916372,20.0,5.6,37.6,9.6,13.6,5.0,12.4,2.8,0.4674451482284082,0.44565217391304346,0.6633937027607116,0.4270833333333333,12.8,13.0,DET,1,13,1,215.5,0,223.5,1,217.0,1,219.5,0,217.5,5.7,103.6,118,116.2164662349676,17.4,5.2,31.4,8.6,16.4,4.8,11.4,3.6,0.4614576137439948,0.5135135135135135,0.5182452246968375,0.5135135135135135,21.4,27.0,0,1,0
TOR,1,16,1,215.5,1,230.0,0,224.5,1,224.0,0,225.0,4.4,-2.0,228.5,111.0,104,141.53045404208197,17.4,4.2,34.4,7.8,16.4,5.0,8.8,2.6,0.4516817605906656,0.4069767441860465,0.5514300809513575,0.6481481481481481,19.6,23.0,CLE,1,17,0,221.0,0,225.5,0,207.5,0,213.0,1,224.0,8.3,93.4,75,194.3454545454546,18.8,3.4,31.6,8.0,11.8,3.6,9.2,2.0,0.42052640031661354,0.3493975903614458,0.7233996756597376,0.5686274509803921,14.2,10.0,0,0,1
WSH,2,17,1,230.5,0,223.5,0,223.5,1,221.5,0,248.5,5.5,-2.0,228.5,111.8,132,176.52753623188406,19.8,6.0,35.0,11.0,19.8,4.8,14.0,3.6,0.5217249890875317,0.5555555555555556,0.752975639350218,0.8870967741935484,16.8,12.0,BKN,4,31,0,239.0,1,217.0,0,227.5,0,233.0,0,248.5,8.4,108.4,112,173.48792270531402,17.4,6.2,35.8,10.0,14.4,3.6,6.8,2.8,0.45667584457732147,0.4819277108433735,0.5533572169702031,0.49382716049382713,19.2,22.0,0,1,0
ORL,1,17,0,208.5,1,216.5,1,215.0,0,217.0,0,216.5,8.6,-2.0,228.5,101.0,93,142.09620721554123,18.8,3.8,34.0,10.2,12.2,3.6,8.4,2.0,0.43368508644461085,0.4146341463414634,0.49980459277263317,0.38202247191011235,13.8,14.0,BOS,2,20,0,229.5,0,216.5,1,235.5,1,231.0,1,218.0,5.3,117.4,109,149.5692137320044,20.8,4.2,35.4,9.2,13.6,5.0,10.0,2.8,0.49062228651180206,0.4819277108433735,0.49833322150262144,0.5063291139240507,13.0,15.0,0,1,0
NO,4,20,0,229.5,0,224.5,0,230.5,1,221.5,0,230.5,4.5,-2.0,228.5,115.2,115,142.0824524312896,20.8,6.0,35.4,9.4,13.0,4.2,9.4,2.8,0.5205209952314376,0.5061728395061729,0.8508959934777545,0.7735849056603774,20.2,17.0,DEN,3,30,1,221.0,0,230.5,1,224.0,0,217.0,0,230.5,4.6,113.6,126,93.62125603864732,21.6,6.4,34.2,9.8,15.2,3.0,8.8,2.0,0.5104303686326158,0.5617977528089888,0.5498435296268647,0.4166666666666667,10.2,11.0,0,1,0
OKC,2,20,1,220.0,0,216.5,1,218.0,0,230.5,1,217.0,6.7,-2.0,228.5,106.6,106,137.9811594202898,18.2,3.4,38.6,9.4,11.4,2.8,12.0,3.2,0.452841752997585,0.4691358024691358,0.5465608465608465,0.6031746031746031,14.6,21.0,HOU,2,12,1,226.5,1,229.5,0,229.5,0,223.0,0,225.0,5.8,110.8,110,155.4429678848284,21.4,5.6,34.8,8.4,16.8,3.6,9.6,2.4,0.4495205085079915,0.43956043956043955,0.485994880491298,0.6779661016949152,15.2,19.0,1,0,0
IND,3,18,1,230.5,0,225.0,1,219.5,1,232.0,0,217.0,5.2,-2.0,228.5,114.2,124,112.7987804878049,21.0,6.4,35.2,7.4,15.0,3.6,8.0,2.8,0.4482300538028756,0.4731182795698925,0.5507150522215802,0.6376811594202898,15.4,24.0,MIA,1,24,0,206.5,1,213.5,1,216.0,0,214.0,0,217.0,2.8,106.2,98,168.89084181313595,22.4,4.4,35.8,9.4,13.4,3.6,9.6,2.4,0.46644207885923833,0.43023255813953487,0.7015667081456554,0.9487179487179487,14.0,14.0,0,0,1
CHA,3,23,0,220.0,1,213.5,0,223.0,0,224.0,0,232.0,5.5,-2.0,228.5,105.4,97,97.21594202898554,21.8,3.2,34.2,10.4,14.0,4.6,10.8,4.0,0.45687769021102353,0.44155844155844154,0.44080451723941183,0.3119266055045872,18.6,16.0,LAC,4,28,1,230.0,1,220.0,0,220.5,1,222.0,1,221.5,4.3,118.8,129,191.30187074829928,18.0,5.0,34.6,9.2,15.0,3.0,8.2,2.4,0.4920579898227519,0.5425531914893617,0.6751261970057996,1.02,17.2,8.0,0,1,0
